restaurant_id,name,city,locality,restaurant_type,cuisine,rating,votes,price_range,avg_cost_for_two,online_delivery,table_booking,opening_year,is_active
996,Saran's Cafe,Delhi,Saket,Food Court,Rolls & Wraps,2.9,6502,4,1904,1,0,2017,1
997,Doshi's Junction,Hyderabad,Secunderabad,Dhaba,Chinese,2.9,74,2,476,1,0,2021,1
998,Ramachandran's House,Hyderabad,Jubilee Hills,Bakery,Beverages,3.9,190,3,939,1,0,2014,1
999,Rajagopal's Bistro,Delhi,Karol Bagh,Food Court,Rolls & Wraps,5.0,677,3,827,1,0,2020,0
1000,Chowdhury's House,Pune,Koregaon Park,Bar,Punjabi,4.1,701,3,765,1,1,2015,1
1001,D’Alia's Bistro,Delhi,Karol Bagh,Food Court,Mughlai,4.0,53,3,797,0,0,2019,1
1002,Badami's Dhaba,Chennai,Mylapore,Casual Dining,Cafe,4.1,164,1,206,1,0,2012,1
1003,Sabharwal's Corner,Kolkata,New Town,Sweet Shop,Continental,3.2,986,1,226,1,1,2021,1
1004,Edwin's Kitchen,Chennai,OMR,Dhaba,Bengali,3.8,27,4,2911,1,1,2010,1
1005,Pal's Bistro,Hyderabad,Secunderabad,Casual Dining,North Indian,3.1,331,3,959,1,0,2019,1
1006,Mall's Dhaba,Bangalore,Yelahanka,Sweet Shop,Rajasthani,4.5,305,1,195,1,1,2014,0
1007,Dhawan's House,Delhi,Saket,Bakery,Desserts,4.1,44,1,145,1,0,2017,1
1008,Das's House,Mumbai,Dadar,Quick Bites,Mughlai,3.9,90,1,150,1,0,2016,1
1009,Chanda's Cafe,Bangalore,Yelahanka,Dhaba,Street Food,3.7,125,3,873,0,0,2021,1
1010,Kamdar's Palace,Delhi,Dwarka,Bakery,Cafe,3.3,458,2,461,0,0,2015,1
1011,Borde's Garden,Mumbai,Andheri,Dhaba,South Indian,3.1,21,2,425,1,0,2013,1
1012,Dugal's Bistro,Delhi,Saket,Bakery,Continental,3.3,558,3,812,1,0,2018,1
1013,Mani's Cafe,Pune,Hinjewadi,Casual Dining,Punjabi,4.0,10,1,139,1,0,2020,1
1014,Kata's House,Delhi,Karol Bagh,Fine Dining,Mughlai,4.2,137,2,417,1,0,2014,1
1015,Khare's Bistro,Chennai,Adyar,Casual Dining,Healthy Food,3.5,103,4,2619,0,0,2019,1
1016,Dube's Bistro,Mumbai,Worli,Bar,Bengali,2.9,192,3,943,1,0,2012,1
1017,Narain's Junction,Hyderabad,HITEC City,Food Court,Biryani,2.9,87,3,712,1,1,2022,1
1018,Narula's Dhaba,Kolkata,Behala,Quick Bites,Cafe,3.6,471,4,2549,1,1,2021,1
1019,Anne's Corner,Mumbai,Malad,Cloud Kitchen,Rolls & Wraps,3.8,427,3,680,1,0,2013,1
1020,Contractor's Express,Mumbai,Juhu,Cafe,Rajasthani,3.0,126,1,244,0,0,2017,1
1021,Cheema's House,Hyderabad,Secunderabad,Sweet Shop,Rolls & Wraps,4.2,956,2,497,1,1,2022,1
1022,Ray's Kitchen,Mumbai,Worli,Fine Dining,Biryani,3.0,42,2,481,1,0,2015,1
1023,More's Palace,Bangalore,BTM Layout,Cloud Kitchen,Seafood,4.2,1664,2,461,1,1,2010,1
1024,Bassi's Kitchen,Hyderabad,Jubilee Hills,Food Court,Rolls & Wraps,4.0,28,3,537,0,1,2020,1
1025,De's Cafe,Delhi,Lajpat Nagar,Quick Bites,Healthy Food,3.0,181,4,1913,1,1,2022,1
1026,Chowdhury's Cafe,Mumbai,Bandra,Quick Bites,Mughlai,4.1,106,3,699,1,1,2022,1
1027,Srinivasan's Junction,Kolkata,Behala,Bakery,Rolls & Wraps,3.0,774,1,125,1,0,2013,1
1028,Sarma's House,Delhi,Lajpat Nagar,Bar,Beverages,3.6,327,3,679,0,0,2010,1
1029,Chacko's House,Chennai,Anna Nagar,Cloud Kitchen,Rolls & Wraps,2.6,899,4,1149,1,0,2013,1
1030,Chand's Junction,Chennai,T Nagar,Dhaba,Italian,3.3,1115,2,290,1,0,2015,1
1031,Jaggi's Bistro,Bangalore,Whitefield,Food Court,Street Food,4.2,17,2,416,0,0,2013,1
1032,Narayan's Dhaba,Hyderabad,Dilsukhnagar,Casual Dining,Rajasthani,4.0,1780,1,146,0,1,2022,1
1033,Buch's Palace,Chennai,Nungambakkam,Bakery,Fast Food,3.4,1785,3,639,0,1,2012,0
1034,Loyal's Cafe,Bangalore,Marathahalli,Cafe,Biryani,4.1,1108,3,919,1,1,2023,1
1035,Tailor's House,Kolkata,Howrah,Sweet Shop,Italian,3.9,123,2,459,1,0,2022,1
1036,Shah's Dhaba,Bangalore,Jayanagar,Fine Dining,Continental,5.0,437,2,293,1,1,2022,1
1037,Nagar's Cafe,Hyderabad,Kukatpally,Casual Dining,Cafe,3.6,280,3,778,1,1,2010,1
1038,Borah's Dhaba,Pune,Baner,Cloud Kitchen,Biryani,3.4,174,3,541,1,0,2023,1
1039,Nagi's Bistro,Hyderabad,Jubilee Hills,Quick Bites,Fast Food,4.6,116,1,177,1,0,2013,1
1040,Kota's Dhaba,Bangalore,HSR Layout,Bakery,North Indian,3.2,34,2,267,0,1,2012,1
1041,Bajwa's Garden,Delhi,Saket,Casual Dining,Burger,3.9,44,3,709,1,1,2014,1
1042,Din's Garden,Delhi,Lajpat Nagar,Quick Bites,Healthy Food,2.8,24,4,2879,1,1,2011,1
1043,Kuruvilla's Junction,Delhi,Janakpuri,Food Court,Rolls & Wraps,4.6,119,3,882,1,0,2014,1
1044,Vyas's Express,Bangalore,BTM Layout,Cloud Kitchen,Street Food,3.8,34,4,1130,1,1,2015,1
1045,Lata's Palace,Bangalore,BTM Layout,Cloud Kitchen,Seafood,3.4,59,3,876,1,0,2010,1
1046,Shetty's Palace,Mumbai,Colaba,Fine Dining,Punjabi,3.6,12,3,515,1,0,2011,1
1047,Kant's Dhaba,Hyderabad,Secunderabad,Sweet Shop,Street Food,4.6,144,2,354,0,0,2012,1
1048,Bahl's House,Kolkata,New Town,Fine Dining,Healthy Food,3.9,584,2,344,1,0,2015,1
1049,Wagle's Kitchen,Kolkata,New Town,Cafe,Fast Food,4.4,62,2,456,1,0,2023,1
1050,Chaudhary's Bistro,Pune,Viman Nagar,Quick Bites,North Indian,4.2,361,2,259,1,0,2014,1
1051,Varkey's Corner,Pune,Aundh,Cafe,Pizza,4.0,729,3,751,0,0,2011,1
1052,Prashad's Corner,Mumbai,Worli,Cafe,Chinese,4.4,441,4,2864,1,1,2012,1
1053,Das's Bistro,Delhi,Rohini,Dhaba,Pizza,4.8,154,3,688,0,0,2017,1
1054,Keer's Cafe,Chennai,Velachery,Cloud Kitchen,Beverages,3.8,507,2,422,1,0,2014,1
1055,Sharaf's Cafe,Mumbai,Andheri,Cafe,Italian,3.7,305,3,901,1,0,2021,1
1056,Chandra's Palace,Delhi,Connaught Place,Bar,Desserts,3.4,4,3,751,0,1,2017,1
1057,Ramachandran's Kitchen,Chennai,Velachery,Cafe,Healthy Food,4.2,14,1,164,1,0,2017,1
1058,Mukherjee's Garden,Pune,Koregaon Park,Bakery,Rolls & Wraps,3.3,507,2,423,1,0,2016,1
1059,Hans's Corner,Kolkata,Ballygunge,Quick Bites,Fast Food,4.4,865,1,241,1,0,2022,1
1060,Ravi's Dhaba,Pune,Hadapsar,Cafe,Beverages,2.4,231,3,980,0,0,2010,1
1061,Sarkar's House,Kolkata,Salt Lake,Sweet Shop,Punjabi,3.6,653,2,272,1,0,2015,1
1062,Lad's Kitchen,Mumbai,Juhu,Sweet Shop,Continental,4.8,20,2,364,1,0,2016,1
1063,Chopra's Junction,Delhi,Connaught Place,Casual Dining,Mughlai,3.8,517,2,323,0,1,2010,1
1064,Bhat's Corner,Chennai,Velachery,Casual Dining,Pizza,3.6,2035,4,2833,0,0,2020,1
1065,Nadig's Kitchen,Ahmedabad,Navrangpura,Sweet Shop,Desserts,3.5,94,3,618,1,1,2017,1
1066,Ray's Dhaba,Bangalore,Koramangala,Quick Bites,Bengali,3.0,186,2,303,1,0,2011,1
1067,Thakur's Garden,Mumbai,Colaba,Bar,Cafe,1.7,102,1,200,1,0,2019,0
1068,Majumdar's Junction,Kolkata,Behala,Sweet Shop,South Indian,4.7,18,4,1028,1,0,2017,0
1069,Wadhwa's Garden,Hyderabad,HITEC City,Fine Dining,Bengali,2.7,791,4,2475,1,1,2016,1
1070,Parikh's Cafe,Mumbai,Dadar,Bakery,Burger,4.7,19,3,685,1,0,2020,1
1071,Patla's Palace,Ahmedabad,Paldi,Dhaba,Desserts,5.0,283,1,137,1,0,2022,1
1072,Lalla's Express,Mumbai,Malad,Bar,Rolls & Wraps,4.5,45,1,194,0,1,2019,1
1073,Patla's Express,Bangalore,HSR Layout,Quick Bites,Rajasthani,4.8,99,1,110,0,0,2015,1
1074,Sule's Bistro,Mumbai,Juhu,Food Court,South Indian,3.6,305,2,326,1,0,2020,1
1075,Kalita's Corner,Chennai,OMR,Bar,Rolls & Wraps,3.5,15,3,963,1,0,2023,1
1076,Vala's Corner,Delhi,Janakpuri,Bakery,Bengali,3.9,92,3,563,1,0,2021,1
1077,Grewal's Junction,Chennai,OMR,Bar,Seafood,3.3,954,3,737,1,1,2011,1
1078,Chand's Express,Mumbai,Juhu,Fine Dining,South Indian,5.0,37,4,2438,1,0,2019,1
1079,Dara's Corner,Hyderabad,Secunderabad,Bakery,Beverages,3.9,81,2,267,0,0,2015,1
1080,Sarkar's House,Bangalore,Marathahalli,Cafe,Cafe,5.0,310,2,349,1,0,2013,1
1081,Mitter's Junction,Hyderabad,Gachibowli,Casual Dining,Desserts,4.4,873,2,474,0,1,2022,1
1082,Rama's Cafe,Mumbai,Worli,Dhaba,South Indian,3.9,112,3,704,1,1,2015,0
1083,Talwar's Dhaba,Mumbai,Malad,Food Court,Biryani,4.9,476,3,825,1,1,2011,1
1084,Sethi's Express,Pune,Hadapsar,Bar,Pizza,3.2,50,4,1703,0,0,2010,1
1085,Ganesh's Cafe,Mumbai,Bandra,Fine Dining,Biryani,3.5,844,4,1095,0,0,2020,1
1086,Singh's Bistro,Hyderabad,Gachibowli,Quick Bites,Punjabi,4.8,3742,2,375,1,0,2012,1
1087,Gopal's Bistro,Delhi,Connaught Place,Bar,Pizza,3.3,183,2,356,1,0,2013,1
1088,Lata's Garden,Delhi,Dwarka,Food Court,North Indian,3.5,112,3,541,1,0,2023,1
1089,Choudhury's Express,Hyderabad,Jubilee Hills,Dhaba,Pizza,4.5,138,2,295,1,0,2017,1
1090,Sathe's House,Delhi,Karol Bagh,Cafe,Beverages,4.7,68,2,302,1,1,2012,1
1091,Patel's Palace,Ahmedabad,Navrangpura,Cloud Kitchen,Rolls & Wraps,4.3,76,3,968,0,1,2019,1
1092,Kapur's Bistro,Hyderabad,Secunderabad,Cafe,Seafood,2.5,32,3,617,1,0,2022,0
1093,Gola's Express,Delhi,Rohini,Cloud Kitchen,North Indian,3.9,2649,2,418,1,0,2014,1
1094,Kunda's Cafe,Chennai,OMR,Fine Dining,South Indian,3.5,115,4,1803,1,1,2016,1
1095,Kant's House,Bangalore,Whitefield,Sweet Shop,Bengali,4.1,60,2,472,1,0,2017,1
1096,Vig's Garden,Delhi,Dwarka,Dhaba,Mughlai,3.5,165,3,816,1,1,2021,0
1097,Wali's Dhaba,Pune,Viman Nagar,Casual Dining,Desserts,3.5,10,1,221,1,0,2013,1
1098,Wadhwa's Corner,Hyderabad,Secunderabad,Casual Dining,North Indian,3.3,373,2,317,1,0,2023,1
1099,Issac's Garden,Bangalore,Yelahanka,Sweet Shop,Seafood,4.3,1101,2,256,0,0,2011,1
1100,Sinha's Junction,Pune,Kothrud,Bar,Street Food,4.7,38,2,329,1,1,2010,1
1101,Krishna's Junction,Pune,Hadapsar,Fine Dining,Bengali,3.3,51,2,444,1,0,2011,1
1102,Borra's Kitchen,Hyderabad,Gachibowli,Cafe,South Indian,3.7,58,3,799,1,1,2021,1
1103,Dhingra's Junction,Mumbai,Colaba,Bakery,Punjabi,3.7,40,2,334,1,0,2018,1
1104,Chokshi's Bistro,Pune,Baner,Food Court,Rajasthani,4.3,35,3,965,1,0,2012,1
1105,Kant's Kitchen,Mumbai,Andheri,Cafe,Mughlai,3.1,323,1,164,0,0,2012,1
1106,Setty's Kitchen,Ahmedabad,Prahlad Nagar,Bakery,Fast Food,4.3,105,3,597,1,0,2022,1
1107,Chawla's Palace,Delhi,Rohini,Fine Dining,Burger,4.4,490,1,244,0,0,2019,1
1108,Muni's Bistro,Ahmedabad,Navrangpura,Fine Dining,Beverages,5.0,445,3,835,1,0,2012,1
1109,Kar's Corner,Pune,Aundh,Quick Bites,Punjabi,5.0,162,1,189,1,0,2023,1
1110,Vohra's Garden,Delhi,Janakpuri,Food Court,Rolls & Wraps,4.8,1250,4,1819,0,0,2013,1
1111,Khurana's Junction,Mumbai,Dadar,Quick Bites,Fast Food,3.7,52,2,465,1,1,2011,1
1112,Kuruvilla's House,Mumbai,Bandra,Food Court,North Indian,3.4,276,1,228,1,0,2022,1
1113,Ramachandran's Cafe,Mumbai,Powai,Cafe,Mughlai,3.0,75,2,474,0,0,2015,1
1114,Ranganathan's Express,Delhi,Hauz Khas,Food Court,Biryani,4.6,403,1,166,1,0,2016,0
1115,Dada's Cafe,Mumbai,Colaba,Food Court,North Indian,2.2,20,1,161,0,1,2020,1
1116,Kaur's Garden,Delhi,Dwarka,Food Court,Beverages,5.0,870,2,327,1,0,2016,1
1117,Badami's Cafe,Delhi,Rohini,Dhaba,Biryani,3.4,15,2,337,0,0,2017,1
1118,Mody's Cafe,Pune,Kharadi,Cafe,Burger,2.9,318,2,304,1,0,2010,1
1119,Ganesan's Bistro,Delhi,Rohini,Dhaba,Seafood,5.0,2617,3,915,1,0,2023,1
1120,Sama's Corner,Pune,Baner,Sweet Shop,Punjabi,2.7,95,2,355,0,1,2022,1
1121,Salvi's Cafe,Ahmedabad,SG Highway,Dhaba,South Indian,3.2,182,3,546,1,0,2014,1
1122,Ravi's Bistro,Kolkata,Park Street,Fine Dining,Chinese,2.9,65,3,554,1,0,2018,1
1123,Padmanabhan's Kitchen,Bangalore,Whitefield,Cafe,Seafood,3.2,325,2,393,1,1,2020,0
1124,Saran's Garden,Ahmedabad,SG Highway,Sweet Shop,Bengali,3.4,85,1,195,1,0,2022,1
1125,Chowdhury's House,Mumbai,Malad,Casual Dining,Rajasthani,4.2,1743,3,756,1,1,2015,1
1126,Bhagat's Palace,Mumbai,Andheri,Dhaba,Seafood,5.0,294,1,232,1,0,2014,1
1127,Basu's Cafe,Ahmedabad,Paldi,Quick Bites,Cafe,3.7,1068,1,219,1,1,2019,1
1128,Issac's House,Delhi,Saket,Bakery,Mughlai,4.6,557,3,951,1,0,2022,1
1129,Buch's Express,Ahmedabad,SG Highway,Food Court,Fast Food,2.7,908,3,763,1,0,2023,1
1130,Reddy's Cafe,Hyderabad,Madhapur,Dhaba,Rajasthani,4.1,38,4,2861,0,0,2017,1
1131,Patil's Junction,Chennai,Nungambakkam,Food Court,Bengali,3.3,355,4,1751,1,0,2017,1
1132,Walia's Junction,Kolkata,Dum Dum,Cloud Kitchen,Continental,2.0,122,3,534,1,0,2016,1
1133,Jayaraman's Kitchen,Hyderabad,Jubilee Hills,Quick Bites,Seafood,3.3,47,2,403,1,1,2010,1
1134,Bahl's Bistro,Hyderabad,Madhapur,Food Court,Seafood,3.5,16,1,232,1,1,2013,1
1135,Dhar's Garden,Delhi,Janakpuri,Quick Bites,North Indian,4.5,6,2,326,1,0,2020,1
1136,Mitter's Corner,Delhi,Janakpuri,Bakery,Desserts,3.9,41,1,243,1,1,2010,1
1137,Salvi's Cafe,Chennai,Anna Nagar,Quick Bites,North Indian,5.0,153,3,976,0,0,2019,1
1138,Bandi's Express,Chennai,T Nagar,Bakery,Italian,2.3,337,2,297,0,0,2022,1
1139,Khosla's Bistro,Delhi,Lajpat Nagar,Bakery,Punjabi,3.0,650,4,2578,1,0,2014,1
1140,Narayanan's Express,Ahmedabad,Prahlad Nagar,Dhaba,Beverages,4.2,1351,1,248,0,0,2015,0
1141,Mahajan's Palace,Pune,Kothrud,Bakery,Pizza,3.9,507,2,305,1,0,2013,1
1142,Edwin's Kitchen,Bangalore,HSR Layout,Food Court,Biryani,3.8,61,3,765,1,0,2019,1
1143,Bhardwaj's Garden,Delhi,Rohini,Bakery,Chinese,4.5,23,2,415,0,0,2013,1
1144,Chawla's Express,Pune,Kothrud,Food Court,Burger,3.8,63,2,345,1,1,2021,1
1145,Aggarwal's House,Bangalore,Whitefield,Bar,Healthy Food,4.4,35,3,512,1,0,2022,1
1146,Sama's Palace,Bangalore,BTM Layout,Casual Dining,Burger,3.5,158,3,972,1,0,2014,1
1147,Malhotra's Kitchen,Mumbai,Malad,Sweet Shop,Biryani,4.8,66,3,814,1,0,2023,1
1148,Manne's Palace,Delhi,Hauz Khas,Casual Dining,Burger,3.5,19,3,971,1,1,2023,1
1149,Nigam's Corner,Pune,Aundh,Bar,South Indian,3.1,275,4,1511,1,1,2012,1
1150,Biswas's Bistro,Mumbai,Colaba,Cafe,Seafood,3.8,159,2,260,1,0,2023,1
1151,Sura's Cafe,Mumbai,Worli,Dhaba,Pizza,5.0,12,3,673,0,0,2014,1
1152,Parikh's House,Pune,Hinjewadi,Cafe,Seafood,5.0,869,1,204,1,1,2018,1
1153,Bose's Corner,Ahmedabad,Maninagar,Sweet Shop,Healthy Food,3.6,266,2,478,1,1,2017,1
1154,Nagi's House,Delhi,Saket,Food Court,Desserts,3.3,239,2,413,1,0,2021,1
1155,Behl's Corner,Bangalore,Yelahanka,Bakery,Burger,5.0,56,3,714,0,0,2011,1
1156,Karan's Palace,Pune,Kharadi,Fine Dining,Chinese,3.6,47,3,784,1,0,2016,1
1157,Bava's Dhaba,Hyderabad,Banjara Hills,Bar,Biryani,3.4,81,2,348,1,0,2012,1
1158,Natt's Kitchen,Delhi,Karol Bagh,Fine Dining,Burger,3.0,99,3,543,1,1,2013,1
1159,Kale's Express,Mumbai,Powai,Sweet Shop,Burger,3.8,81,1,146,0,1,2012,1
1160,Boase's Kitchen,Chennai,T Nagar,Bar,Punjabi,2.2,117,4,1328,1,1,2015,1
1161,Ray's Palace,Hyderabad,Gachibowli,Casual Dining,Continental,3.8,2556,3,840,0,1,2015,1
1162,Kaur's Kitchen,Delhi,Janakpuri,Cloud Kitchen,Continental,3.8,603,1,191,1,0,2021,1
1163,Ganesh's Junction,Bangalore,HSR Layout,Cloud Kitchen,Mughlai,3.5,1040,3,748,1,0,2016,1
1164,Toor's Dhaba,Kolkata,New Town,Quick Bites,Mughlai,3.1,316,3,583,1,0,2020,1
1165,Vala's Corner,Delhi,Karol Bagh,Casual Dining,Desserts,4.4,420,3,932,0,0,2020,1
1166,Kata's House,Mumbai,Dadar,Food Court,Desserts,5.0,61,3,902,1,0,2011,1
1167,Chacko's Corner,Kolkata,New Town,Cloud Kitchen,Street Food,4.8,840,2,451,0,0,2018,1
1168,Prasad's Garden,Bangalore,BTM Layout,Cafe,Chinese,3.8,2342,3,584,1,0,2018,1
1169,Dhingra's Express,Delhi,Connaught Place,Bar,Chinese,3.7,153,3,535,1,1,2020,1
1170,Bhandari's Cafe,Mumbai,Andheri,Dhaba,Healthy Food,3.8,21,1,134,1,0,2019,1
1171,Bhardwaj's Kitchen,Delhi,Lajpat Nagar,Dhaba,North Indian,4.3,368,2,268,0,0,2018,1
1172,Panchal's Kitchen,Hyderabad,Banjara Hills,Cafe,Beverages,3.7,2087,3,833,0,0,2020,1
1173,Sant's Corner,Bangalore,Whitefield,Sweet Shop,Burger,3.5,11,3,719,1,1,2011,1
1174,Nagarajan's Dhaba,Pune,Aundh,Casual Dining,Biryani,5.0,676,3,728,1,0,2018,1
1175,Mohanty's Palace,Chennai,Nungambakkam,Cafe,North Indian,4.2,89,3,502,1,0,2020,1
1176,Lata's Cafe,Delhi,Hauz Khas,Sweet Shop,Continental,4.0,22,1,240,1,1,2018,1
1177,Wali's Dhaba,Mumbai,Colaba,Cloud Kitchen,Fast Food,3.6,38,3,644,0,0,2010,1
1178,Palla's Kitchen,Chennai,Velachery,Bakery,Rajasthani,4.0,593,3,604,0,0,2018,1
1179,Chad's Express,Mumbai,Colaba,Cloud Kitchen,Fast Food,3.1,440,2,440,1,1,2023,1
1180,Morar's Dhaba,Chennai,Nungambakkam,Casual Dining,Rajasthani,3.9,413,2,284,0,1,2015,0
1181,Sidhu's Garden,Delhi,Connaught Place,Casual Dining,Italian,3.6,426,3,831,1,0,2011,1
1182,Srinivas's Express,Delhi,Karol Bagh,Cloud Kitchen,South Indian,3.3,11,2,348,1,0,2011,1
1183,Biswas's Express,Hyderabad,HITEC City,Cloud Kitchen,Cafe,2.8,69,3,545,1,0,2021,0
1184,Gour's House,Chennai,OMR,Bar,Mughlai,2.7,1518,3,972,0,0,2015,1
1185,Arora's Cafe,Delhi,Hauz Khas,Food Court,South Indian,3.7,589,2,281,1,0,2021,1
1186,Behl's Dhaba,Pune,Aundh,Dhaba,Burger,4.4,149,1,203,1,0,2020,1
1187,Bobal's Bistro,Ahmedabad,SG Highway,Bar,Rolls & Wraps,5.0,11985,4,2721,0,1,2015,0
1188,Srinivasan's Express,Mumbai,Powai,Bar,South Indian,4.8,38,2,441,1,0,2015,1
1189,Patla's House,Delhi,Lajpat Nagar,Casual Dining,Street Food,4.8,10,1,171,0,1,2011,1
1190,Doctor's Palace,Ahmedabad,Maninagar,Fine Dining,Rajasthani,4.8,3,2,322,1,0,2014,0
1191,Chaudhary's Express,Bangalore,Indiranagar,Bar,Biryani,3.6,910,1,172,1,1,2017,1
1192,Natt's Express,Mumbai,Bandra,Cafe,Rolls & Wraps,4.1,16,2,465,0,1,2017,1
1193,Radhakrishnan's Kitchen,Ahmedabad,Satellite,Casual Dining,Punjabi,3.9,264,3,706,0,0,2017,1
1194,Walia's Corner,Mumbai,Bandra,Cafe,Fast Food,3.9,80,3,689,1,1,2011,1
1195,Mall's Express,Mumbai,Worli,Cafe,Fast Food,4.4,826,2,454,1,0,2012,1
1196,Kanda's Cafe,Hyderabad,Madhapur,Quick Bites,South Indian,3.7,1450,2,291,1,0,2013,1
1197,Zacharia's Corner,Chennai,Velachery,Fine Dining,Desserts,3.7,71,2,308,0,0,2021,1
1198,Virk's Garden,Delhi,Connaught Place,Dhaba,Rajasthani,4.7,1075,1,211,1,0,2015,1
1199,Padmanabhan's House,Hyderabad,HITEC City,Quick Bites,Chinese,3.4,47,2,377,1,1,2020,1
1200,Pingle's Cafe,Ahmedabad,Bodakdev,Bar,Street Food,5.0,127,4,1799,1,1,2011,1
1201,Borah's Bistro,Mumbai,Bandra,Cloud Kitchen,Bengali,3.8,101,3,754,1,0,2023,1
1202,Chahal's Corner,Mumbai,Andheri,Cafe,Rolls & Wraps,4.7,3700,3,968,1,0,2020,1
1203,More's Cafe,Pune,Hadapsar,Bakery,Healthy Food,3.8,5577,1,215,1,1,2016,1
1204,Master's Palace,Hyderabad,Gachibowli,Casual Dining,Continental,3.4,97,2,288,1,0,2015,1
1205,Choudhury's Palace,Delhi,Janakpuri,Food Court,Rolls & Wraps,4.3,43,4,1756,0,1,2012,1
1206,Dhar's Cafe,Bangalore,HSR Layout,Bakery,North Indian,4.3,68,3,946,1,0,2020,1
1207,Jani's Palace,Kolkata,New Town,Food Court,Desserts,2.7,10,4,1460,1,1,2013,1
1208,Jayaraman's Palace,Pune,Kothrud,Quick Bites,Pizza,3.6,277,2,309,1,0,2023,1
1209,Swaminathan's Palace,Pune,Viman Nagar,Casual Dining,Biryani,2.8,194,3,533,1,1,2020,1
1210,Randhawa's Dhaba,Bangalore,Yelahanka,Fine Dining,Bengali,3.9,115,2,434,0,0,2017,1
1211,Atwal's Dhaba,Chennai,Nungambakkam,Cloud Kitchen,Burger,3.2,212,1,159,1,0,2023,1
1212,Buch's Junction,Kolkata,Behala,Dhaba,Chinese,3.7,647,2,395,1,0,2013,1
1213,Issac's Palace,Chennai,Nungambakkam,Cafe,Desserts,2.9,176,1,124,1,0,2020,1
1214,Kuruvilla's House,Hyderabad,Jubilee Hills,Dhaba,Punjabi,2.9,103,2,391,1,0,2023,1
1215,Bala's House,Delhi,Karol Bagh,Cloud Kitchen,Desserts,3.0,37,3,654,1,1,2013,1
1216,Chanda's Kitchen,Chennai,Porur,Bakery,Continental,3.8,63,2,333,1,0,2011,1
1217,Rana's Dhaba,Ahmedabad,Prahlad Nagar,Bar,Biryani,4.8,870,1,135,1,0,2010,1
1218,Dhaliwal's Corner,Delhi,Saket,Dhaba,Cafe,4.4,481,2,439,0,1,2016,1
1219,Rajagopalan's Express,Hyderabad,Kukatpally,Cafe,Chinese,3.9,1050,3,834,1,1,2013,1
1220,Lata's Bistro,Hyderabad,Jubilee Hills,Dhaba,Italian,3.6,3565,2,389,1,0,2019,1
1221,Palla's Express,Mumbai,Andheri,Quick Bites,Pizza,3.1,27,2,390,1,0,2010,1
1222,Misra's Junction,Mumbai,Bandra,Quick Bites,North Indian,2.8,23,3,895,0,0,2020,1
1223,Shroff's Junction,Delhi,Connaught Place,Cloud Kitchen,Continental,2.7,204,2,383,1,1,2021,1
1224,Narayanan's Cafe,Mumbai,Andheri,Casual Dining,South Indian,4.4,156,1,179,1,1,2018,0
1225,Palla's Corner,Mumbai,Bandra,Cafe,Healthy Food,2.8,73,2,319,1,1,2011,1
1226,Naidu's House,Mumbai,Colaba,Fine Dining,Bengali,4.4,88,1,157,1,0,2010,1
1227,Dave's Junction,Bangalore,Yelahanka,Food Court,Italian,3.2,15,3,647,1,1,2018,1
1228,Sood's Kitchen,Ahmedabad,Navrangpura,Fine Dining,Bengali,3.5,51,4,1951,1,0,2011,0
1229,Saran's Corner,Hyderabad,Dilsukhnagar,Bakery,Burger,3.7,303,2,458,1,0,2023,1
1230,Ramachandran's Garden,Bangalore,Jayanagar,Casual Dining,Rolls & Wraps,3.6,195,2,306,0,0,2023,1
1231,Goyal's Cafe,Bangalore,Marathahalli,Bakery,Pizza,4.1,23,2,311,1,0,2019,1
1232,Mishra's Garden,Hyderabad,HITEC City,Cloud Kitchen,Seafood,5.0,48,1,111,1,1,2014,1
1233,Dube's Kitchen,Pune,Aundh,Fine Dining,Seafood,4.2,27,2,400,1,1,2012,1
1234,Deshmukh's Junction,Bangalore,HSR Layout,Bar,North Indian,3.9,184,3,995,0,0,2020,1
1235,Bhat's Junction,Kolkata,Tollygunge,Bar,Seafood,5.0,104,2,387,1,0,2014,0
1236,Chandra's Dhaba,Bangalore,BTM Layout,Casual Dining,Chinese,4.7,229,3,513,0,0,2017,1
1237,Borah's Garden,Bangalore,Koramangala,Dhaba,Street Food,5.0,10,2,445,1,1,2017,0
1238,Hegde's Dhaba,Mumbai,Bandra,Cafe,Chinese,4.1,2,3,536,1,0,2016,1
1239,Venkatesh's Corner,Chennai,OMR,Cafe,Burger,3.8,686,2,494,0,0,2018,1
1240,Tailor's Bistro,Ahmedabad,Paldi,Cloud Kitchen,Burger,4.8,449,2,283,1,1,2015,1
1241,Sama's Garden,Pune,Baner,Sweet Shop,Desserts,3.6,336,2,317,0,0,2015,1
1242,Dixit's Dhaba,Ahmedabad,Vastrapur,Casual Dining,Biryani,5.0,166,3,584,1,0,2020,1
1243,Master's Dhaba,Delhi,Lajpat Nagar,Quick Bites,Punjabi,4.5,77,3,797,1,0,2017,1
1244,Tak's Garden,Kolkata,Park Street,Sweet Shop,Biryani,4.5,577,2,496,1,0,2021,1
1245,Vora's Bistro,Mumbai,Malad,Dhaba,Desserts,3.4,476,1,173,1,0,2016,1
1246,Thakur's Kitchen,Bangalore,Indiranagar,Dhaba,Biryani,4.4,450,2,471,1,0,2017,1
1247,Raman's Palace,Delhi,Dwarka,Bakery,Beverages,3.8,937,4,1190,0,1,2022,1
